task,idx,volatility_kind,score,run1_metric,run2_metric,run3_metric,persistent_mismatch_all3,mismatch_run1
forecasting,140,mae_range,1.3,32.65,31.35,32.08,False,True
forecasting,141,mae_range,2.37,26.82,29.19,28.52,False,False
forecasting,142,mae_range,2.42,17.05,15.03,17.45,True,True
forecasting,143,mae_range,1.57,10.93,10.81,9.36,True,True
forecasting,144,mae_range,4.24,34.35,30.11,30.31,False,False
forecasting,145,mae_range,2.86,124.73,127.05,124.19,False,False
forecasting,146,mae_range,14.33,608.51,622.84,619.44,False,False
forecasting,147,mae_range,548.02,1223.0,714.0,674.98,False,False
forecasting,148,mae_range,6.51,202.38,208.89,204.48,True,True
forecasting,149,mae_range,4.81,94.81,94.6,99.42,False,False
forecasting,150,mae_range,1.03,102.27,102.3,101.26,False,False
forecasting,151,mae_range,7.36,154.5,152.89,147.13,False,False
forecasting,153,mae_range,1.23,1.01,1.97,2.23,True,True
forecasting,155,mae_range,1.83,19.64,19.42,21.25,False,True
forecasting,156,mae_range,4.27,17.97,13.71,15.47,False,False
forecasting,157,mae_range,0.59,1.2,1.79,1.37,True,True
forecasting,158,mae_range,11.63,46.08,57.71,48.82,False,False
forecasting,160,mae_range,81.87,83.86,127.94,46.07,False,False
forecasting,162,mae_range,1.4,82.16,80.81,80.77,False,False
forecasting,163,mae_range,0.68,138.31,138.21,137.63,False,False
forecasting,164,mae_range,8.98,10.37,13.58,19.35,True,True
forecasting,168,mae_range,6.74,17.21,16.63,23.37,True,True
forecasting,169,mae_range,5.74,33.14,36.14,38.88,True,True
forecasting,170,mae_range,5.92,71.84,68.73,65.92,True,True
forecasting,171,mae_range,3.76,3.45,4.6,7.21,False,False
forecasting,172,mae_range,1.97,0.94,2.72,0.75,True,True
forecasting,173,mae_range,110.57,176.49,144.75,255.32,True,True
forecasting,174,mae_range,78.68,304.7,235.83,226.02,False,True
forecasting,175,mae_range,0.83,83.85,83.02,83.56,True,True
forecasting,176,mae_range,24.11,62.31,69.63,45.53,False,False
forecasting,177,mae_range,4.99,34.27,38.34,33.35,False,False
forecasting,178,mae_range,9.09,45.7,54.79,49.61,False,False
forecasting,179,mae_range,59.43,162.16,162.52,221.59,True,True
forecasting,180,mae_range,1.27,565.0,564.77,566.03,False,False
forecasting,181,mae_range,0.66,13.85,13.62,13.19,False,False
forecasting,182,mae_range,4.87,13.73,9.63,8.86,False,False
forecasting,184,mae_range,1.0,89.43,89.92,88.92,False,False
forecasting,185,mae_range,17.62,145.97,163.59,150.23,False,False
forecasting,187,mae_range,6.02,181.49,181.6,187.51,False,False
forecasting,188,mae_range,9.07,10.91,1.84,1.89,False,True
forecasting,189,mae_range,4.37,6.36,9.83,5.46,False,True
forecasting,190,mae_range,7.51,3.44,10.16,2.64,False,False
forecasting,193,mae_range,11.15,51.84,62.98,59.91,True,True
forecasting,194,mae_range,2.38,52.11,52.66,50.29,True,True
forecasting,195,mae_range,16.33,94.07,96.6,80.26,False,True
forecasting,196,mae_range,0.51,72.37,72.47,72.88,False,False
forecasting,199,mae_range,4.11,12.53,13.62,16.64,False,False
forecasting,203,mae_range,0.54,0.27,0.7,0.81,False,False
forecasting,205,mae_range,3.59,47.82,51.41,49.23,False,False
forecasting,207,mae_range,0.78,39.11,39.66,39.89,False,True
forecasting,208,mae_range,9.02,47.66,42.52,51.54,False,False
forecasting,209,mae_range,3.36,14.37,14.93,17.73,True,True
forecasting,211,mae_range,4.76,7.75,2.99,4.85,False,True
forecasting,214,mae_range,43.33,318.42,330.28,286.95,True,True
forecasting,215,mae_range,5.23,83.83,80.83,78.61,False,False
forecasting,216,mae_range,0.53,1.13,0.68,0.6,False,False
forecasting,217,mae_range,0.97,2.82,3.38,3.79,True,True
forecasting,218,mae_range,5.84,12.08,13.43,7.59,True,True
forecasting,219,mae_range,1.63,30.14,28.5,28.59,True,True
forecasting,220,mae_range,1.39,31.16,32.56,31.76,True,True
forecasting,221,mae_range,0.6,35.98,36.58,36.25,False,False
forecasting,223,mae_range,0.71,6.74,7.44,6.98,True,True
forecasting,225,mae_range,1.26,1.62,1.56,2.82,True,True
forecasting,228,mae_range,3.67,3.71,6.77,3.11,False,False
forecasting,229,mae_range,0.93,7.34,7.57,6.64,True,True
forecasting,230,mae_range,2.79,7.21,9.24,10.0,True,True
forecasting,231,mae_range,1.16,68.85,69.37,68.21,False,False
forecasting,233,mae_range,9.97,18.16,26.44,28.13,True,True
forecasting,234,mae_range,1.1,3.1,2.24,2.0,True,True
forecasting,235,mae_range,1.31,5.86,4.55,4.68,True,True
forecasting,236,mae_range,0.77,27.83,27.06,27.52,True,True
forecasting,237,mae_range,4.03,21.1,18.42,22.45,False,False
forecasting,241,mae_range,1.57,18.95,19.41,17.84,True,True
forecasting,244,mae_range,1.52,6.76,5.24,6.65,True,True
forecasting,245,mae_range,19.1,36.58,34.89,53.98,True,True
forecasting,246,mae_range,14.52,33.03,28.08,18.52,True,True
forecasting,247,mae_range,3.12,39.29,41.45,38.33,False,False
forecasting,248,mae_range,2.08,23.87,23.62,21.8,True,True
forecasting,249,mae_range,2.0,23.4,21.47,21.4,True,True
forecasting,250,mae_range,9.27,58.06,48.83,58.09,False,False
forecasting,251,mae_range,6.42,13.94,20.36,14.93,False,False
forecasting,252,mae_range,2.15,0.34,2.49,1.47,True,True
forecasting,253,mae_range,2.27,85.49,83.22,84.19,False,True
forecasting,254,mae_range,36.05,33.43,69.48,43.46,False,False
forecasting,255,mae_range,3.09,26.07,22.99,25.39,False,True
forecasting,256,mae_range,5.33,13.53,15.31,18.86,False,False
forecasting,257,mae_range,1.24,0.75,0.29,1.54,False,True
forecasting,258,mae_range,0.66,0.77,0.7,1.36,True,True
forecasting,259,mae_range,3.86,47.1,45.01,48.86,True,True
forecasting,260,mae_range,14.24,46.0,34.03,31.76,False,False
forecasting,261,mae_range,35.5,116.63,119.96,84.46,False,False
forecasting,264,mae_range,10.81,1053.46,1064.27,1059.73,False,False
forecasting,265,mae_range,8.59,6.08,6.71,14.66,False,False
forecasting,266,mae_range,8.55,47.45,55.99,47.95,True,True
forecasting,267,mae_range,29.61,45.54,31.56,61.17,False,False
forecasting,269,mae_range,4.94,16.3,11.36,14.6,True,True
forecasting,270,mae_range,0.58,12.66,12.83,13.24,True,True
forecasting,271,mae_range,0.55,126.97,126.81,126.42,False,False
forecasting,272,mae_range,3.18,120.41,118.31,121.49,False,False
forecasting,276,mae_range,1.98,72.81,73.61,74.79,True,True
forecasting,277,mae_range,5.21,63.13,65.85,68.35,False,False
forecasting,278,mae_range,0.84,62.69,63.43,63.53,False,False
forecasting,279,mae_range,1.8,62.49,64.28,64.3,False,False
